Generations,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Best Fitness Score
Gen 2653,26651.98732818831,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2654,26651.98732818831,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2655,26651.98732818831,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2656,26636.116862735522,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2657,26636.116862735522,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2658,26618.776852110594,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2659,26618.776852110594,26435.797391946366,23808.3775820236,24905.652282898212,26543.64295841667,23808.3775820236
Gen 2660,26618.776852110594,26435.797391946366,23808.3775820236,24905.652282898212,26533.759008999303,23808.3775820236
Gen 2661,26618.776852110594,26435.797391946366,23808.3775820236,24905.652282898212,26533.759008999303,23808.3775820236
Gen 2662,26618.776852110594,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2663,26618.776852110594,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2664,26618.776852110594,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2665,26618.776852110594,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2666,26618.776852110594,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2667,26616.688261578078,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2668,26616.688261578078,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2669,26616.688261578078,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2670,26616.688261578078,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2671,26616.688261578078,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2672,26616.688261578078,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2673,26561.28325909476,26435.797391946366,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2674,26561.28325909476,26427.99799030877,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2675,26561.28325909476,26427.99799030877,23623.123537921576,24905.652282898212,26533.759008999303,23623.123537921576
Gen 2676,26561.28325909476,26427.99799030877,23623.123537921576,24905.652282898212,26459.75666723518,23623.123537921576
Gen 2677,26561.28325909476,26427.99799030877,23617.306020350792,24905.652282898212,26459.75666723518,23617.306020350792
Gen 2678,26561.28325909476,26427.99799030877,23617.306020350792,24905.652282898212,26459.75666723518,23617.306020350792
Gen 2679,26561.28325909476,26427.99799030877,23617.306020350792,24905.652282898212,26459.75666723518,23617.306020350792
Gen 2680,26551.110617672068,26427.99799030877,23615.10750131974,24905.652282898212,26459.75666723518,23615.10750131974
Gen 2681,26551.110617672068,26427.99799030877,23615.10750131974,24905.652282898212,26459.75666723518,23615.10750131974
Gen 2682,26551.110617672068,26393.786199394395,23604.00830163939,24905.652282898212,26459.75666723518,23604.00830163939
Gen 2683,26551.110617672068,26393.786199394395,23604.00830163939,24905.652282898212,26459.75666723518,23604.00830163939
Gen 2684,26551.110617672068,26393.786199394395,23599.94304659294,24905.652282898212,26459.75666723518,23599.94304659294
Gen 2685,26551.110617672068,26393.786199394395,23599.94304659294,24890.31658308916,26459.75666723518,23599.94304659294
Gen 2686,26551.110617672068,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2687,26551.110617672068,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2688,26551.110617672068,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2689,26551.110617672068,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2690,26551.110617672068,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2691,26545.670719727008,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2692,26545.670719727008,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2693,26545.670719727008,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2694,26545.670719727008,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2695,26545.670719727008,26341.339839603865,23597.744527561892,24890.31658308916,26459.75666723518,23597.744527561892
Gen 2696,26545.670719727008,26341.339839603865,23597.744527561892,24889.238222980264,26459.75666723518,23597.744527561892
Gen 2697,26545.670719727008,26341.339839603865,23597.744527561892,24889.238222980264,26459.75666723518,23597.744527561892
Gen 2698,26545.670719727008,26341.339839603865,23597.744527561892,24889.238222980264,26459.75666723518,23597.744527561892
Gen 2699,26545.670719727008,26341.339839603865,23561.77112945448,24889.238222980264,26459.75666723518,23561.77112945448
Gen 2700,26545.670719727008,26341.339839603865,23561.77112945448,24889.238222980264,26459.75666723518,23561.77112945448
Gen 2701,26545.670719727008,26341.339839603865,23561.77112945448,24889.238222980264,26459.75666723518,23561.77112945448
Gen 2702,26545.670719727008,26341.14936635295,23561.77112945448,24889.238222980264,26459.75666723518,23561.77112945448
Gen 2703,26545.670719727008,26341.14936635295,23561.77112945448,24889.238222980264,26459.75666723518,23561.77112945448
Gen 2704,26545.670719727008,26341.14936635295,23561.77112945448,24889.238222980264,26459.75666723518,23561.77112945448
Gen 2705,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2706,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2707,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2708,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2709,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2710,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2711,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2712,26545.670719727008,26341.14936635295,23561.77112945448,24881.4530487957,26459.75666723518,23561.77112945448
Gen 2713,26545.670719727008,26341.14936635295,23544.854412203345,24881.4530487957,26459.75666723518,23544.854412203345
Gen 2714,26545.670719727008,26341.14936635295,23544.854412203345,24864.70656149593,26459.75666723518,23544.854412203345
Gen 2715,26545.670719727008,26341.14936635295,23544.854412203345,24864.70656149593,26459.75666723518,23544.854412203345
Gen 2716,26545.670719727008,26341.14936635295,23544.854412203345,24864.70656149593,26459.75666723518,23544.854412203345
Gen 2717,26545.670719727008,26341.14936635295,23544.854412203345,24864.70656149593,26459.75666723518,23544.854412203345
Gen 2718,26545.670719727008,26341.14936635295,23544.40815569663,24864.70656149593,26459.75666723518,23544.40815569663
Gen 2719,26545.670719727008,26341.14936635295,23544.40815569663,24864.70656149593,26449.71334952664,23544.40815569663
Gen 2720,26545.670719727008,26341.14936635295,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2721,26545.670719727008,26341.14936635295,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2722,26545.670719727008,26341.14936635295,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2723,26545.670719727008,26340.357289213465,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2724,26545.670719727008,26296.730008901894,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2725,26545.670719727008,26296.730008901894,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2726,26545.670719727008,26296.730008901894,23544.40815569663,24863.735198243776,26449.71334952664,23544.40815569663
Gen 2727,26543.43489823448,26296.730008901894,23544.40815569663,24863.735198243776,26438.206885453197,23544.40815569663
Gen 2728,26543.43489823448,26296.730008901894,23544.40815569663,24863.735198243776,26438.206885453197,23544.40815569663
Gen 2729,26500.432122646063,26296.730008901894,23544.40815569663,24863.735198243776,26438.206885453197,23544.40815569663
Gen 2730,26500.432122646063,26296.730008901894,23544.40815569663,24863.735198243776,26438.206885453197,23544.40815569663
Gen 2731,26500.432122646063,26296.730008901894,23544.40815569663,24863.735198243776,26438.206885453197,23544.40815569663
Gen 2732,26500.432122646063,26296.730008901894,23544.40815569663,24822.106179852424,26438.206885453197,23544.40815569663
Gen 2733,26492.001678660265,26296.730008901894,23544.40815569663,24822.106179852424,26438.206885453197,23544.40815569663
Gen 2734,26492.001678660265,26296.730008901894,23544.40815569663,24822.106179852424,26438.206885453197,23544.40815569663
Gen 2735,26492.001678660265,26296.730008901894,23544.40815569663,24822.106179852424,26438.206885453197,23544.40815569663
Gen 2736,26492.001678660265,26296.730008901894,23544.40815569663,24822.106179852424,26438.206885453197,23544.40815569663
Gen 2737,26492.001678660265,26296.730008901894,23544.40815569663,24822.106179852424,26438.206885453197,23544.40815569663
Gen 2738,26484.32595922268,26157.350285054166,23544.40815569663,24813.349642415713,26438.206885453197,23544.40815569663
Gen 2739,26484.32595922268,26157.350285054166,23544.40815569663,24813.349642415713,26438.206885453197,23544.40815569663
Gen 2740,26484.32595922268,26157.350285054166,23544.40815569663,24813.349642415713,26438.206885453197,23544.40815569663
Gen 2741,26484.32595922268,26157.350285054166,23514.0636302388,24813.349642415713,26438.206885453197,23514.0636302388
Gen 2742,26484.32595922268,26157.350285054166,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2743,26484.32595922268,26157.350285054166,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2744,26484.32595922268,26157.350285054166,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2745,26484.32595922268,26157.350285054166,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2746,26484.32595922268,26157.350285054166,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2747,26484.32595922268,26151.480246735515,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2748,26484.32595922268,26151.480246735515,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2749,26484.32595922268,26151.480246735515,23511.190211572673,24813.349642415713,26438.206885453197,23511.190211572673
Gen 2750,26484.32595922268,26151.480246735515,23511.190211572673,24813.349642415713,26411.83192260118,23511.190211572673
Gen 2751,26482.583761785787,26151.480246735515,23511.190211572673,24813.349642415713,26411.83192260118,23511.190211572673
Gen 2752,26482.583761785787,26151.480246735515,23511.190211572673,24813.349642415713,26411.83192260118,23511.190211572673
Gen 2753,26482.583761785787,26151.480246735515,23511.190211572673,24813.349642415713,26411.83192260118,23511.190211572673
Gen 2754,26482.583761785787,26112.93092760311,23473.068415812784,24813.349642415713,26411.83192260118,23473.068415812784
Gen 2755,26482.583761785787,26112.93092760311,23473.068415812784,24813.349642415713,26411.83192260118,23473.068415812784
Gen 2756,26482.583761785787,26112.93092760311,23473.068415812784,24776.053530399768,26411.83192260118,23473.068415812784
Gen 2757,26482.583761785787,26112.93092760311,23473.068415812784,24776.053530399768,26411.83192260118,23473.068415812784
Gen 2758,26482.583761785787,26112.93092760311,23473.068415812784,24776.053530399768,26411.83192260118,23473.068415812784
Gen 2759,26482.583761785787,26112.93092760311,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2760,26482.583761785787,26112.93092760311,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2761,26482.583761785787,26112.93092760311,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2762,26482.583761785787,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2763,26482.583761785787,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2764,26482.583761785787,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2765,26482.583761785787,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2766,26482.583761785787,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2767,26422.168192483856,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2768,26422.168192483856,26109.735666195575,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2769,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2770,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2771,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2772,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2773,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2774,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26411.83192260118,23473.068415812784
Gen 2775,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26361.221392307183,23473.068415812784
Gen 2776,26422.168192483856,26090.200774823643,23473.068415812784,24767.29699296305,26361.221392307183,23473.068415812784
Gen 2777,26422.168192483856,26060.68983793267,23473.068415812784,24767.29699296305,26361.221392307183,23473.068415812784
Gen 2778,26422.168192483856,26060.68983793267,23473.068415812784,24767.29699296305,26361.221392307183,23473.068415812784
Gen 2779,26422.168192483856,26060.68983793267,23473.068415812784,24767.29699296305,26361.221392307183,23473.068415812784
Gen 2780,26422.168192483856,26060.68983793267,23473.068415812784,24759.106824162925,26361.221392307183,23473.068415812784
Gen 2781,26422.168192483856,26060.68983793267,23473.068415812784,24759.106824162925,26361.221392307183,23473.068415812784
Gen 2782,26422.168192483856,26060.68983793267,23473.068415812784,24759.106824162925,26361.221392307183,23473.068415812784
Gen 2783,26422.168192483856,26060.68983793267,23473.068415812784,24759.106824162925,26358.57998512193,23473.068415812784
Gen 2784,26422.168192483856,26060.68983793267,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2785,26422.168192483856,26060.68983793267,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2786,26422.168192483856,26060.68983793267,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2787,26422.168192483856,26060.68983793267,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2788,26421.920585457065,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2789,26421.920585457065,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2790,26421.920585457065,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2791,26417.18275225296,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2792,26417.18275225296,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2793,26417.18275225296,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2794,26417.18275225296,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2795,26406.83920686558,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2796,26380.76661702855,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2797,26380.76661702855,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2798,26380.76661702855,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2799,26380.76661702855,26037.959685153204,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2800,26380.76661702855,26010.02246785308,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2801,26380.76661702855,26010.02246785308,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2802,26380.76661702855,26010.02246785308,23473.068415812784,24745.27046637024,26358.57998512193,23473.068415812784
Gen 2803,26380.76661702855,26010.02246785308,23473.068415812784,24745.27046637024,26356.784558278323,23473.068415812784
Gen 2804,26309.145453500503,26010.02246785308,23473.068415812784,24745.27046637024,26356.784558278323,23473.068415812784
Gen 2805,26309.145453500503,26010.02246785308,23473.068415812784,24745.27046637024,26356.784558278323,23473.068415812784
Gen 2806,26309.145453500503,26010.02246785308,23473.068415812784,24745.27046637024,26356.784558278323,23473.068415812784
Gen 2807,26309.145453500503,26010.02246785308,23473.068415812784,24745.27046637024,26356.784558278323,23473.068415812784
Gen 2808,26309.145453500503,26010.02246785308,23473.068415812784,24745.27046637024,26356.784558278323,23473.068415812784
Gen 2809,26309.145453500503,26010.02246785308,23463.140891019862,24745.27046637024,26356.784558278323,23463.140891019862
Gen 2810,26309.145453500503,26010.02246785308,23463.140891019862,24745.27046637024,26331.82589071886,23463.140891019862
Gen 2811,26309.145453500503,26010.02246785308,23463.140891019862,24745.27046637024,26331.82589071886,23463.140891019862
Gen 2812,26309.145453500503,26010.02246785308,23463.140891019862,24745.27046637024,26331.82589071886,23463.140891019862
Gen 2813,26309.145453500503,26010.02246785308,23463.140891019862,24745.27046637024,26331.82589071886,23463.140891019862
Gen 2814,26309.145453500503,26010.02246785308,23463.140891019862,24744.96480606992,26331.82589071886,23463.140891019862
Gen 2815,26309.145453500503,26010.02246785308,23439.90149831101,24744.96480606992,26331.82589071886,23439.90149831101
Gen 2816,26309.145453500503,26010.02246785308,23439.90149831101,24744.96480606992,26331.82589071886,23439.90149831101
Gen 2817,26309.145453500503,26010.02246785308,23439.90149831101,24744.96480606992,26331.82589071886,23439.90149831101
Gen 2818,26309.145453500503,26010.02246785308,23439.90149831101,24744.96480606992,26331.82589071886,23439.90149831101
Gen 2819,26309.145453500503,26010.02246785308,23439.90149831101,24744.96480606992,26331.82589071886,23439.90149831101
Gen 2820,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2821,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2822,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2823,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2824,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2825,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2826,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2827,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2828,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2829,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2830,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2831,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.82589071886,23404.96399577206
Gen 2832,26309.145453500503,26010.02246785308,23404.96399577206,24744.96480606992,26331.716836536663,23404.96399577206
Gen 2833,26309.145453500503,26010.02246785308,23404.96399577206,24734.833044778934,26331.716836536663,23404.96399577206
Gen 2834,26309.145453500503,26010.02246785308,23404.96399577206,24734.833044778934,26331.716836536663,23404.96399577206
Gen 2835,26309.145453500503,26010.02246785308,23404.96399577206,24734.833044778934,26331.716836536663,23404.96399577206
Gen 2836,26309.145453500503,26010.02246785308,23404.96399577206,24727.5957720656,26331.716836536663,23404.96399577206
Gen 2837,26296.80269002059,26010.02246785308,23359.878968916455,24727.5957720656,26331.716836536663,23359.878968916455
Gen 2838,26296.80269002059,25989.07415640336,23359.878968916455,24727.5957720656,26331.716836536663,23359.878968916455
Gen 2839,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26331.716836536663,23359.878968916455
Gen 2840,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26331.716836536663,23359.878968916455
Gen 2841,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26331.716836536663,23359.878968916455
Gen 2842,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26331.716836536663,23359.878968916455
Gen 2843,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26331.716836536663,23359.878968916455
Gen 2844,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26331.716836536663,23359.878968916455
Gen 2845,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26325.018402155052,23359.878968916455
Gen 2846,26296.80269002059,25989.07415640336,23359.878968916455,24703.20691198967,26325.018402155052,23359.878968916455
Gen 2847,26296.80269002059,25989.07415640336,23348.087396864987,24703.20691198967,26325.018402155052,23348.087396864987
Gen 2848,26296.80269002059,25989.07415640336,23348.087396864987,24703.20691198967,26322.857773601558,23348.087396864987
Gen 2849,26296.80269002059,25989.07415640336,23348.087396864987,24703.20691198967,26300.02423998538,23348.087396864987
Gen 2850,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26300.02423998538,23348.087396864987
Gen 2851,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26300.02423998538,23348.087396864987
Gen 2852,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26300.02423998538,23348.087396864987
Gen 2853,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26289.909290253923,23348.087396864987
Gen 2854,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26289.909290253923,23348.087396864987
Gen 2855,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26289.909290253923,23348.087396864987
Gen 2856,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26289.909290253923,23348.087396864987
Gen 2857,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26289.909290253923,23348.087396864987
Gen 2858,26232.08871480038,25989.07415640336,23348.087396864987,24703.20691198967,26289.909290253923,23348.087396864987
Gen 2859,26232.08871480038,25989.07415640336,23348.087396864987,24685.53221768503,26289.909290253923,23348.087396864987
Gen 2860,26232.08871480038,25989.07415640336,23340.893374893614,24685.53221768503,26289.909290253923,23340.893374893614
Gen 2861,26232.08871480038,25989.07415640336,23340.893374893614,24685.53221768503,26289.909290253923,23340.893374893614
Gen 2862,26232.08871480038,25989.07415640336,23340.893374893614,24685.53221768503,26178.63377769223,23340.893374893614
Gen 2863,26232.08871480038,25989.07415640336,23340.893374893614,24685.53221768503,26178.63377769223,23340.893374893614
Gen 2864,26232.08871480038,25989.07415640336,23340.893374893614,24685.53221768503,26178.63377769223,23340.893374893614
Gen 2865,26216.087919919217,25989.07415640336,23340.893374893614,24685.53221768503,26178.63377769223,23340.893374893614
Gen 2866,26216.087919919217,25989.07415640336,23340.893374893614,24685.53221768503,26178.63377769223,23340.893374893614
Gen 2867,26216.087919919217,25796.905685099693,23340.893374893614,24685.53221768503,26178.63377769223,23340.893374893614
Gen 2868,26216.087919919217,25775.305150089494,23340.893374893614,24672.17599775739,26178.63377769223,23340.893374893614
Gen 2869,26216.087919919217,25775.305150089494,23340.893374893614,24672.17599775739,26178.63377769223,23340.893374893614
Gen 2870,26216.087919919217,25775.305150089494,23340.893374893614,24672.17599775739,26178.63377769223,23340.893374893614
Gen 2871,26216.087919919217,25775.305150089494,23340.64915210431,24672.17599775739,26178.63377769223,23340.64915210431
Gen 2872,26216.087919919217,25775.305150089494,23340.64915210431,24672.17599775739,26178.63377769223,23340.64915210431
Gen 2873,26195.848276764766,25775.305150089494,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2874,26195.848276764766,25775.305150089494,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2875,26195.848276764766,25775.305150089494,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2876,26195.848276764766,25775.305150089494,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2877,26195.848276764766,25775.305150089494,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2878,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2879,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2880,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2881,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2882,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2883,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2884,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2885,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2886,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2887,26195.848276764766,25748.02015634985,23339.2850083506,24672.17599775739,26178.63377769223,23339.2850083506
Gen 2888,26195.848276764766,25748.02015634985,23337.87056886689,24632.235422733433,26178.63377769223,23337.87056886689
Gen 2889,26195.848276764766,25748.02015634985,23337.87056886689,24632.235422733433,26178.63377769223,23337.87056886689
Gen 2890,26195.848276764766,25748.02015634985,23337.87056886689,24632.235422733433,26178.63377769223,23337.87056886689
Gen 2891,26195.848276764766,25748.02015634985,23225.882431392136,24632.235422733433,26178.63377769223,23225.882431392136
Gen 2892,26179.847481883604,25748.02015634985,23225.882431392136,24632.235422733433,26178.604744447082,23225.882431392136
Gen 2893,26179.847481883604,25748.02015634985,23225.882431392136,24632.235422733433,26178.604744447082,23225.882431392136
Gen 2894,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26178.604744447082,23225.882431392136
Gen 2895,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26178.604744447082,23225.882431392136
Gen 2896,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26158.020146130675,23225.882431392136
Gen 2897,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26158.020146130675,23225.882431392136
Gen 2898,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26158.020146130675,23225.882431392136
Gen 2899,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26158.020146130675,23225.882431392136
Gen 2900,26179.847481883604,25746.787700009085,23225.882431392136,24632.235422733433,26158.020146130675,23225.882431392136
Gen 2901,26179.847481883604,25746.787700009085,23225.882431392136,24630.301977514897,26158.020146130675,23225.882431392136
Gen 2902,26179.847481883604,25746.787700009085,23225.882431392136,24630.301977514897,26158.020146130675,23225.882431392136
Gen 2903,26179.847481883604,25715.26832944095,23225.882431392136,24630.301977514897,26158.020146130675,23225.882431392136
Gen 2904,26179.847481883604,25715.26832944095,23225.882431392136,24630.301977514897,26158.020146130675,23225.882431392136
Gen 2905,26179.847481883604,25715.26832944095,23225.882431392136,24630.301977514897,26153.323528109282,23225.882431392136
