Generations,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Best Fitness Score
Gen 4334,24524.698829723875,24117.029043079132,21668.134187096555,23317.49076608458,24578.595429579083,21668.134187096555
Gen 4335,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24578.595429579083,21668.134187096555
Gen 4336,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4337,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4338,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4339,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4340,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4341,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4342,24484.347859378624,24117.029043079132,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4343,24484.347859378624,24114.696747789407,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4344,24484.347859378624,24114.696747789407,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4345,24484.347859378624,24114.696747789407,21668.134187096555,23317.49076608458,24556.641448654165,21668.134187096555
Gen 4346,24484.347859378624,24114.696747789407,21661.684534584565,23317.49076608458,24556.641448654165,21661.684534584565
Gen 4347,24484.347859378624,24114.696747789407,21661.684534584565,23317.49076608458,24556.641448654165,21661.684534584565
Gen 4348,24484.347859378624,24114.696747789407,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4349,24484.347859378624,24114.696747789407,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4350,24484.347859378624,24114.696747789407,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4351,24484.347859378624,24114.696747789407,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4352,24484.347859378624,24114.696747789407,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4353,24484.347859378624,24114.696747789407,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4354,24484.347859378624,24111.088370574907,21643.77378187235,23317.49076608458,24556.641448654165,21643.77378187235
Gen 4355,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4356,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4357,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4358,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4359,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4360,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4361,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4362,24484.347859378624,24019.63963283539,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4363,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4364,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4365,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4366,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4367,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4368,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4369,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4370,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4371,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4372,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4373,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4374,24484.347859378624,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4375,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4376,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24556.641448654165,21643.77378187235
Gen 4377,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24531.944186371158,21643.77378187235
Gen 4378,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24531.944186371158,21643.77378187235
Gen 4379,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24531.944186371158,21643.77378187235
Gen 4380,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24531.944186371158,21643.77378187235
Gen 4381,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4382,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4383,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4384,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4385,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4386,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4387,24465.297848670187,23987.679269576038,21643.77378187235,23315.019259262186,24530.850250428655,21643.77378187235
Gen 4388,24465.297848670187,23987.679269576038,21643.77378187235,23294.48146985883,24530.850250428655,21643.77378187235
Gen 4389,24465.297848670187,23987.679269576038,21643.77378187235,23294.48146985883,24530.850250428655,21643.77378187235
Gen 4390,24465.297848670187,23987.679269576038,21643.77378187235,23294.48146985883,24512.57179056292,21643.77378187235
Gen 4391,24465.297848670187,23987.679269576038,21643.77378187235,23294.48146985883,24512.57179056292,21643.77378187235
Gen 4392,24465.297848670187,23987.679269576038,21643.77378187235,23294.48146985883,24512.57179056292,21643.77378187235
Gen 4393,24465.297848670187,23987.679269576038,21643.77378187235,23294.48146985883,24512.57179056292,21643.77378187235
Gen 4394,24465.297848670187,23987.679269576038,21637.82977679795,23294.48146985883,24512.57179056292,21637.82977679795
Gen 4395,24465.297848670187,23987.679269576038,21637.82977679795,23294.48146985883,24512.57179056292,21637.82977679795
Gen 4396,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4397,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4398,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4399,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4400,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4401,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4402,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4403,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4404,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4405,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4406,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4407,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4408,24464.379188712577,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4409,24444.369088579184,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4410,24444.369088579184,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4411,24444.369088579184,23987.679269576038,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4412,24444.369088579184,23942.380109202466,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4413,24444.369088579184,23942.380109202466,21615.274059826985,23294.48146985883,24512.57179056292,21615.274059826985
Gen 4414,24444.369088579184,23942.380109202466,21615.274059826985,23294.48146985883,24501.91627856586,21615.274059826985
Gen 4415,24444.369088579184,23942.380109202466,21615.274059826985,23294.48146985883,24501.91627856586,21615.274059826985
Gen 4416,24444.369088579184,23942.380109202466,21615.274059826985,23294.48146985883,24501.91627856586,21615.274059826985
Gen 4417,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4418,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4419,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4420,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4421,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4422,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4423,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4424,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4425,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4426,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4427,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4428,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4429,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4430,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4431,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4432,24444.369088579184,23942.380109202466,21608.649499444524,23294.48146985883,24501.91627856586,21608.649499444524
Gen 4433,24444.369088579184,23924.962754866276,21606.37430175881,23294.48146985883,24501.91627856586,21606.37430175881
Gen 4434,24444.369088579184,23924.962754866276,21606.37430175881,23294.48146985883,24501.91627856586,21606.37430175881
Gen 4435,24444.369088579184,23924.962754866276,21606.37430175881,23294.48146985883,24501.91627856586,21606.37430175881
Gen 4436,24444.369088579184,23924.962754866276,21606.37430175881,23288.3024044762,24501.91627856586,21606.37430175881
Gen 4437,24444.369088579184,23924.962754866276,21606.37430175881,23288.3024044762,24501.91627856586,21606.37430175881
Gen 4438,24444.369088579184,23924.962754866276,21606.37430175881,23288.3024044762,24501.91627856586,21606.37430175881
Gen 4439,24444.369088579184,23924.962754866276,21606.37430175881,23288.3024044762,24499.234504724092,21606.37430175881
Gen 4440,24143.048139130045,23924.962754866276,21606.37430175881,23288.3024044762,24499.234504724092,21606.37430175881
Gen 4441,24143.048139130045,23924.962754866276,21606.37430175881,23288.3024044762,24499.234504724092,21606.37430175881
Gen 4442,24143.048139130045,23924.962754866276,21606.37430175881,23288.3024044762,24499.234504724092,21606.37430175881
Gen 4443,24143.048139130045,23924.962754866276,21606.37430175881,23288.3024044762,24499.234504724092,21606.37430175881
Gen 4444,24143.048139130045,23924.962754866276,21606.37430175881,23283.604163125372,24499.234504724092,21606.37430175881
Gen 4445,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24499.234504724092,21606.37430175881
Gen 4446,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24499.234504724092,21606.37430175881
Gen 4447,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24499.234504724092,21606.37430175881
Gen 4448,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24499.234504724092,21606.37430175881
Gen 4449,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24499.234504724092,21606.37430175881
Gen 4450,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4451,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4452,24143.048139130045,23924.962754866276,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4453,24143.048139130045,23900.201170622808,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4454,24143.048139130045,23900.201170622808,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4455,24143.048139130045,23900.201170622808,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4456,24143.048139130045,23900.201170622808,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4457,24143.048139130045,23900.201170622808,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4458,24120.20502934586,23900.201170622808,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4459,24120.20502934586,23897.600250205807,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4460,24120.20502934586,23897.600250205807,21606.37430175881,23266.15224341958,24495.430326437014,21606.37430175881
Gen 4461,24120.20502934586,23897.600250205807,21606.37430175881,23266.15224341958,24492.748552595247,21606.37430175881
Gen 4462,24120.20502934586,23897.600250205807,21606.37430175881,23266.15224341958,24492.748552595247,21606.37430175881
Gen 4463,24120.20502934586,23897.600250205807,21606.37430175881,23266.15224341958,24492.748552595247,21606.37430175881
Gen 4464,24120.20502934586,23897.600250205807,21584.794741657908,23266.15224341958,24492.748552595247,21584.794741657908
Gen 4465,24120.20502934586,23897.040344553283,21584.794741657908,23266.15224341958,24492.748552595247,21584.794741657908
Gen 4466,24120.20502934586,23897.040344553283,21582.519543972194,23266.15224341958,24492.748552595247,21582.519543972194
Gen 4467,24120.20502934586,23885.6119127075,21582.519543972194,23266.15224341958,24492.748552595247,21582.519543972194
Gen 4468,24120.20502934586,23880.569456274097,21582.519543972194,23266.15224341958,24492.748552595247,21582.519543972194
Gen 4469,24120.20502934586,23863.8871349547,21582.519543972194,23266.15224341958,24492.748552595247,21582.519543972194
Gen 4470,24120.20502934586,23863.8871349547,21582.519543972194,23266.15224341958,24492.748552595247,21582.519543972194
Gen 4471,24120.20502934586,23863.8871349547,21582.519543972194,23266.15224341958,24492.748552595247,21582.519543972194
Gen 4472,24108.32316097232,23863.8871349547,21582.519543972194,23260.92183575923,24492.748552595247,21582.519543972194
Gen 4473,24108.32316097232,23863.8871349547,21582.519543972194,23260.92183575923,24492.748552595247,21582.519543972194
Gen 4474,24108.32316097232,23863.8871349547,21582.519543972194,23260.92183575923,24480.002951097005,21582.519543972194
Gen 4475,24108.32316097232,23863.8871349547,21582.519543972194,23260.92183575923,24480.002951097005,21582.519543972194
Gen 4476,24108.32316097232,23863.8871349547,21582.519543972194,23259.973178036948,24480.002951097005,21582.519543972194
Gen 4477,24108.32316097232,23863.8871349547,21577.274143859755,23259.973178036948,24480.002951097005,21577.274143859755
Gen 4478,24108.32316097232,23863.8871349547,21577.274143859755,23259.973178036948,24480.002951097005,21577.274143859755
Gen 4479,24108.32316097232,23863.8871349547,21577.274143859755,23259.973178036948,24480.002951097005,21577.274143859755
Gen 4480,24108.32316097232,23863.8871349547,21577.274143859755,23259.973178036948,24480.002951097005,21577.274143859755
Gen 4481,24108.32316097232,23863.8871349547,21577.274143859755,23259.973178036948,24480.002951097005,21577.274143859755
Gen 4482,24108.32316097232,23863.8871349547,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4483,24108.32316097232,23863.8871349547,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4484,24108.32316097232,23863.8871349547,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4485,24108.32316097232,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4486,24108.32316097232,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4487,24108.32316097232,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4488,24108.32316097232,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4489,23895.254529394333,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4490,23895.254529394333,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4491,23895.254529394333,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4492,23895.254529394333,23841.726471128233,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4493,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4494,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4495,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4496,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4497,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24480.002951097005,21577.274143859755
Gen 4498,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4499,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4500,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4501,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4502,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4503,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4504,23895.254529394333,23829.738133629926,21577.274143859755,23231.157128253482,24473.60915938074,21577.274143859755
Gen 4505,23895.254529394333,23829.738133629926,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4506,23895.254529394333,23829.738133629926,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4507,23895.254529394333,23829.738133629926,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4508,23895.254529394333,23829.738133629926,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4509,23895.254529394333,23829.738133629926,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4510,23895.254529394333,23829.738133629926,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4511,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4512,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4513,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4514,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4515,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4516,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4517,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4518,23895.254529394333,23827.137213212925,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4519,23895.254529394333,23812.707339698216,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4520,23895.254529394333,23812.707339698216,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4521,23895.254529394333,23812.707339698216,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4522,23895.254529394333,23812.707339698216,21543.89974809262,23231.157128253482,24473.60915938074,21543.89974809262
Gen 4523,23895.254529394333,23812.707339698216,21543.89974809262,23188.793109052465,24473.60915938074,21543.89974809262
Gen 4524,23895.254529394333,23812.707339698216,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4525,23875.30716059251,23812.707339698216,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4526,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4527,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4528,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4529,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4530,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4531,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4532,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4533,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4534,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4535,23875.30716059251,23810.106419281215,21538.654347980177,23188.793109052465,24473.60915938074,21538.654347980177
Gen 4536,23875.30716059251,23810.106419281215,21533.64346939933,23188.793109052465,24473.60915938074,21533.64346939933
Gen 4537,23875.30716059251,23810.106419281215,21533.64346939933,23188.793109052465,24473.60915938074,21533.64346939933
Gen 4538,23875.30716059251,23810.106419281215,21533.64346939933,23188.793109052465,24473.60915938074,21533.64346939933
Gen 4539,23875.30716059251,23802.135833135017,21533.64346939933,23188.793109052465,24461.890470572205,21533.64346939933
Gen 4540,23875.30716059251,23802.135833135017,21533.64346939933,23188.793109052465,24461.890470572205,21533.64346939933
Gen 4541,23875.30716059251,23802.135833135017,21533.64346939933,23188.793109052465,24461.890470572205,21533.64346939933
Gen 4542,23875.30716059251,23802.135833135017,21533.64346939933,23188.793109052465,24461.890470572205,21533.64346939933
Gen 4543,23875.30716059251,23802.135833135017,21533.64346939933,23186.32231491727,24461.890470572205,21533.64346939933
Gen 4544,23875.30716059251,23802.135833135017,21533.64346939933,23186.32231491727,24461.890470572205,21533.64346939933
Gen 4545,23875.30716059251,23802.135833135017,21533.64346939933,23186.32231491727,24461.890470572205,21533.64346939933
Gen 4546,23875.30716059251,23802.135833135017,21533.64346939933,23186.32231491727,24397.251756431433,21533.64346939933
Gen 4547,23875.30716059251,23802.135833135017,21501.97088842226,23186.32231491727,24397.251756431433,21501.97088842226
Gen 4548,23875.30716059251,23802.135833135017,21501.97088842226,23186.32231491727,24397.251756431433,21501.97088842226
Gen 4549,23875.30716059251,23802.135833135017,21501.97088842226,23186.32231491727,24397.251756431433,21501.97088842226
Gen 4550,23875.30716059251,23802.135833135017,21501.97088842226,23186.32231491727,24397.251756431433,21501.97088842226
Gen 4551,23875.30716059251,23802.135833135017,21498.49712685677,23186.32231491727,24397.251756431433,21498.49712685677
Gen 4552,23875.30716059251,23802.135833135017,21498.49712685677,23186.32231491727,24397.251756431433,21498.49712685677
Gen 4553,23875.30716059251,23802.135833135017,21498.49712685677,23186.32231491727,24397.251756431433,21498.49712685677
Gen 4554,23875.30716059251,23802.135833135017,21498.49712685677,23115.142245932788,24397.251756431433,21498.49712685677
Gen 4555,23875.30716059251,23802.135833135017,21498.49712685677,23115.142245932788,24397.251756431433,21498.49712685677
Gen 4556,23875.30716059251,23802.135833135017,21498.49712685677,23115.142245932788,24397.251756431433,21498.49712685677
Gen 4557,23875.30716059251,23802.135833135017,21498.49712685677,23115.142245932788,24397.251756431433,21498.49712685677
Gen 4558,23875.30716059251,23802.135833135017,21498.49712685677,23115.142245932788,24397.251756431433,21498.49712685677
Gen 4559,23875.30716059251,23802.135833135017,21498.49712685677,23115.142245932788,24397.251756431433,21498.49712685677
Gen 4560,23875.30716059251,23802.135833135017,21455.29346421148,23115.142245932788,24397.251756431433,21455.29346421148
Gen 4561,23875.30716059251,23802.135833135017,21392.86381314896,23115.142245932788,24397.251756431433,21392.86381314896
Gen 4562,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24397.251756431433,21392.86381314896
Gen 4563,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24397.251756431433,21392.86381314896
Gen 4564,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24390.765804302588,21392.86381314896
Gen 4565,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24390.765804302588,21392.86381314896
Gen 4566,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24390.765804302588,21392.86381314896
Gen 4567,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4568,23875.30716059251,23799.367721339877,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4569,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4570,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4571,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4572,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4573,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4574,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4575,23875.30716059251,23798.281687737275,21392.86381314896,23115.142245932788,24385.5330676229,21392.86381314896
Gen 4576,23875.30716059251,23798.281687737275,21357.717470606403,23115.142245932788,24385.5330676229,21357.717470606403
Gen 4577,23875.30716059251,23798.281687737275,21357.717470606403,23115.142245932788,24385.5330676229,21357.717470606403
Gen 4578,23875.30716059251,23798.281687737275,21357.717470606403,23112.92935714271,24385.5330676229,21357.717470606403
Gen 4579,23875.30716059251,23798.281687737275,21357.717470606403,23112.92935714271,24385.5330676229,21357.717470606403
Gen 4580,23875.30716059251,23798.281687737275,21314.513807961113,23112.92935714271,24385.5330676229,21314.513807961113
Gen 4581,23875.30716059251,23798.281687737275,21298.258313011054,23112.92935714271,24385.5330676229,21298.258313011054
Gen 4582,23875.30716059251,23798.281687737275,21298.258313011054,23112.92935714271,24385.5330676229,21298.258313011054
Gen 4583,23875.30716059251,23798.281687737275,21298.258313011054,23112.92935714271,24385.5330676229,21298.258313011054
Gen 4584,23875.30716059251,23798.281687737275,21298.258313011054,23112.92935714271,24385.5330676229,21298.258313011054
Gen 4585,23875.30716059251,23798.281687737275,21298.258313011054,23112.92935714271,24385.5330676229,21298.258313011054
Gen 4586,23875.30716059251,23798.281687737275,21298.258313011054,23112.92935714271,24385.5330676229,21298.258313011054
